"326.75","39.90","39.92","3.69"
"333.05","49.75","49.76","3.91"
"338.45","59.85","59.72","4.09"
"340.95","64.90","64.86","4.17"
"343.25","69.81","69.90","4.25"
"345.35","74.84","74.78","4.31"
"347.45","79.85","79.93","4.38"
